schedule_index,episode_id,partition,layout_id,planner,profile_id
71,discovery__discovery_11__dwa__tau_y_300,discovery,discovery_11,dwa,tau_y_300
72,discovery__discovery_08__teb__tau_y_300,discovery,discovery_08,teb,tau_y_300
73,holdout__holdout_04__dwa__tau_x_100,holdout,holdout_04,dwa,tau_x_100
74,holdout__holdout_03__dwa__tau_x_300,holdout,holdout_03,dwa,tau_x_300
75,holdout__holdout_15__teb__tau_w_100,holdout,holdout_15,teb,tau_w_100
76,discovery__discovery_19__dwa__e0,discovery,discovery_19,dwa,e0
77,holdout__holdout_12__teb__tau_y_150,holdout,holdout_12,teb,tau_y_150
78,discovery__discovery_13__teb__tau_y_150,discovery,discovery_13,teb,tau_y_150
79,holdout__holdout_11__teb__tau_w_300,holdout,holdout_11,teb,tau_w_300
80,holdout__holdout_04__dwa__e0,holdout,holdout_04,dwa,e0
81,holdout__holdout_17__dwa__e0,holdout,holdout_17,dwa,e0
82,holdout__holdout_20__dwa__delay_200,holdout,holdout_20,dwa,delay_200
83,holdout__holdout_08__dwa__e0,holdout,holdout_08,dwa,e0
84,discovery__discovery_11__teb__tau_x_300,discovery,discovery_11,teb,tau_x_300
85,holdout__holdout_13__teb__tau_w_300,holdout,holdout_13,teb,tau_w_300
86,discovery__discovery_08__teb__tau_w_100,discovery,discovery_08,teb,tau_w_100
87,discovery__discovery_06__teb__tau_x_300,discovery,discovery_06,teb,tau_x_300
88,discovery__discovery_16__teb__tau_y_300,discovery,discovery_16,teb,tau_y_300
89,holdout__holdout_16__teb__e0,holdout,holdout_16,teb,e0
90,discovery__discovery_15__teb__tau_w_100,discovery,discovery_15,teb,tau_w_100
91,holdout__holdout_15__dwa__delay_050,holdout,holdout_15,dwa,delay_050
92,holdout__holdout_12__teb__delay_200,holdout,holdout_12,teb,delay_200
93,discovery__discovery_05__teb__delay_050,discovery,discovery_05,teb,delay_050
94,holdout__holdout_11__teb__delay_100,holdout,holdout_11,teb,delay_100
95,holdout__holdout_05__teb__delay_050,holdout,holdout_05,teb,delay_050
96,holdout__holdout_16__dwa__e0,holdout,holdout_16,dwa,e0
97,holdout__holdout_19__dwa__delay_100,holdout,holdout_19,dwa,delay_100
98,discovery__discovery_12__dwa__tau_x_100,discovery,discovery_12,dwa,tau_x_100
99,discovery__discovery_14__dwa__delay_200,discovery,discovery_14,dwa,delay_200
100,holdout__holdout_06__dwa__tau_w_300,holdout,holdout_06,dwa,tau_w_300
101,discovery__discovery_11__dwa__tau_y_500,discovery,discovery_11,dwa,tau_y_500
102,discovery__discovery_11__teb__tau_y_500,discovery,discovery_11,teb,tau_y_500
103,discovery__discovery_20__teb__delay_200,discovery,discovery_20,teb,delay_200
104,discovery__discovery_06__teb__tau_w_300,discovery,discovery_06,teb,tau_w_300
105,holdout__holdout_05__dwa__delay_200,holdout,holdout_05,dwa,delay_200
106,discovery__discovery_08__dwa__tau_y_300,discovery,discovery_08,dwa,tau_y_300
107,holdout__holdout_09__dwa__tau_y_150,holdout,holdout_09,dwa,tau_y_150
108,discovery__discovery_12__dwa__e0,discovery,discovery_12,dwa,e0
109,discovery__discovery_11__dwa__delay_050,discovery,discovery_11,dwa,delay_050
110,discovery__discovery_16__dwa__e0,discovery,discovery_16,dwa,e0
111,holdout__holdout_01__teb__tau_x_300,holdout,holdout_01,teb,tau_x_300
112,discovery__discovery_17__teb__tau_w_300,discovery,discovery_17,teb,tau_w_300
113,holdout__holdout_08__dwa__tau_y_500,holdout,holdout_08,dwa,tau_y_500
114,holdout__holdout_17__dwa__tau_x_300,holdout,holdout_17,dwa,tau_x_300
115,holdout__holdout_20__dwa__tau_y_500,holdout,holdout_20,dwa,tau_y_500
116,holdout__holdout_11__dwa__tau_y_150,holdout,holdout_11,dwa,tau_y_150
117,discovery__discovery_19__teb__tau_y_300,discovery,discovery_19,teb,tau_y_300
118,discovery__discovery_14__teb__delay_100,discovery,discovery_14,teb,delay_100
119,discovery__discovery_05__dwa__tau_x_100,discovery,discovery_05,dwa,tau_x_100
120,holdout__holdout_11__teb__tau_y_500,holdout,holdout_11,teb,tau_y_500
121,holdout__holdout_07__dwa__tau_w_100,holdout,holdout_07,dwa,tau_w_100
122,holdout__holdout_08__teb__tau_x_300,holdout,holdout_08,teb,tau_x_300
123,discovery__discovery_13__dwa__e0,discovery,discovery_13,dwa,e0
124,holdout__holdout_12__dwa__tau_y_150,holdout,holdout_12,dwa,tau_y_150
125,discovery__discovery_11__dwa__e0,discovery,discovery_11,dwa,e0
126,discovery__discovery_01__teb__tau_y_500,discovery,discovery_01,teb,tau_y_500
127,discovery__discovery_01__dwa__tau_w_300,discovery,discovery_01,dwa,tau_w_300
128,holdout__holdout_15__teb__tau_y_150,holdout,holdout_15,teb,tau_y_150
129,discovery__discovery_14__dwa__tau_y_500,discovery,discovery_14,dwa,tau_y_500
130,holdout__holdout_13__dwa__tau_x_100,holdout,holdout_13,dwa,tau_x_100
131,discovery__discovery_05__teb__tau_w_300,discovery,discovery_05,teb,tau_w_300
132,holdout__holdout_10__teb__delay_050,holdout,holdout_10,teb,delay_050
133,holdout__holdout_04__teb__tau_w_300,holdout,holdout_04,teb,tau_w_300
134,discovery__discovery_19__dwa__tau_y_150,discovery,discovery_19,dwa,tau_y_150
135,discovery__discovery_18__teb__tau_x_100,discovery,discovery_18,teb,tau_x_100
136,holdout__holdout_05__teb__tau_y_150,holdout,holdout_05,teb,tau_y_150
137,discovery__discovery_19__dwa__delay_100,discovery,discovery_19,dwa,delay_100
138,discovery__discovery_01__teb__tau_y_300,discovery,discovery_01,teb,tau_y_300
139,discovery__discovery_20__teb__tau_y_150,discovery,discovery_20,teb,tau_y_150
140,holdout__holdout_18__teb__tau_x_100,holdout,holdout_18,teb,tau_x_100
141,discovery__discovery_14__teb__delay_200,discovery,discovery_14,teb,delay_200
142,holdout__holdout_19__dwa__tau_y_150,holdout,holdout_19,dwa,tau_y_150
143,discovery__discovery_03__teb__e0,discovery,discovery_03,teb,e0
144,holdout__holdout_03__dwa__tau_x_100,holdout,holdout_03,dwa,tau_x_100
145,holdout__holdout_17__teb__delay_100,holdout,holdout_17,teb,delay_100
146,holdout__holdout_11__dwa__delay_200,holdout,holdout_11,dwa,delay_200
147,holdout__holdout_13__teb__delay_200,holdout,holdout_13,teb,delay_200
148,discovery__discovery_09__teb__delay_200,discovery,discovery_09,teb,delay_200
149,discovery__discovery_02__teb__tau_y_500,discovery,discovery_02,teb,tau_y_500
150,discovery__discovery_07__teb__e0,discovery,discovery_07,teb,e0
151,holdout__holdout_07__dwa__tau_y_500,holdout,holdout_07,dwa,tau_y_500
152,holdout__holdout_17__dwa__tau_y_300,holdout,holdout_17,dwa,tau_y_300
153,holdout__holdout_19__dwa__tau_y_300,holdout,holdout_19,dwa,tau_y_300
154,holdout__holdout_14__teb__tau_w_100,holdout,holdout_14,teb,tau_w_100
155,discovery__discovery_04__dwa__tau_w_300,discovery,discovery_04,dwa,tau_w_300
156,discovery__discovery_06__teb__delay_050,discovery,discovery_06,teb,delay_050
157,discovery__discovery_09__dwa__delay_100,discovery,discovery_09,dwa,delay_100
158,discovery__discovery_05__dwa__delay_200,discovery,discovery_05,dwa,delay_200
159,discovery__discovery_19__teb__tau_w_100,discovery,discovery_19,teb,tau_w_100
160,discovery__discovery_18__dwa__tau_y_150,discovery,discovery_18,dwa,tau_y_150
161,holdout__holdout_11__teb__tau_w_100,holdout,holdout_11,teb,tau_w_100
162,discovery__discovery_14__teb__tau_y_500,discovery,discovery_14,teb,tau_y_500
163,discovery__discovery_08__teb__delay_200,discovery,discovery_08,teb,delay_200
164,discovery__discovery_18__dwa__e0,discovery,discovery_18,dwa,e0
165,holdout__holdout_03__teb__tau_y_500,holdout,holdout_03,teb,tau_y_500
166,discovery__discovery_03__dwa__tau_y_150,discovery,discovery_03,dwa,tau_y_150
167,holdout__holdout_11__dwa__tau_w_300,holdout,holdout_11,dwa,tau_w_300
168,discovery__discovery_07__teb__tau_w_100,discovery,discovery_07,teb,tau_w_100
169,discovery__discovery_16__teb__delay_100,discovery,discovery_16,teb,delay_100
170,discovery__discovery_20__dwa__tau_y_300,discovery,discovery_20,dwa,tau_y_300
171,discovery__discovery_11__teb__tau_x_100,discovery,discovery_11,teb,tau_x_100
172,holdout__holdout_17__teb__tau_x_300,holdout,holdout_17,teb,tau_x_300
173,holdout__holdout_20__teb__tau_y_500,holdout,holdout_20,teb,tau_y_500
174,holdout__holdout_14__teb__delay_100,holdout,holdout_14,teb,delay_100
175,discovery__discovery_15__dwa__tau_y_300,discovery,discovery_15,dwa,tau_y_300
176,discovery__discovery_02__dwa__tau_w_300,discovery,discovery_02,dwa,tau_w_300
177,discovery__discovery_20__teb__tau_w_300,discovery,discovery_20,teb,tau_w_300
178,holdout__holdout_01__teb__tau_y_500,holdout,holdout_01,teb,tau_y_500
179,discovery__discovery_20__teb__tau_x_300,discovery,discovery_20,teb,tau_x_300
180,holdout__holdout_07__teb__delay_100,holdout,holdout_07,teb,delay_100
181,holdout__holdout_08__teb__delay_100,holdout,holdout_08,teb,delay_100
182,discovery__discovery_06__dwa__delay_200,discovery,discovery_06,dwa,delay_200
183,discovery__discovery_09__dwa__e0,discovery,discovery_09,dwa,e0
184,holdout__holdout_19__dwa__e0,holdout,holdout_19,dwa,e0
185,discovery__discovery_19__teb__delay_200,discovery,discovery_19,teb,delay_200
186,discovery__discovery_15__dwa__tau_y_150,discovery,discovery_15,dwa,tau_y_150
187,discovery__discovery_05__dwa__tau_x_300,discovery,discovery_05,dwa,tau_x_300
188,discovery__discovery_11__dwa__delay_200,discovery,discovery_11,dwa,delay_200
189,discovery__discovery_19__teb__tau_x_100,discovery,discovery_19,teb,tau_x_100
190,holdout__holdout_06__teb__tau_x_300,holdout,holdout_06,teb,tau_x_300
191,holdout__holdout_03__teb__tau_w_100,holdout,holdout_03,teb,tau_w_100
192,discovery__discovery_10__dwa__tau_y_150,discovery,discovery_10,dwa,tau_y_150
193,holdout__holdout_11__dwa__tau_y_500,holdout,holdout_11,dwa,tau_y_500
194,discovery__discovery_18__teb__delay_200,discovery,discovery_18,teb,delay_200
195,holdout__holdout_06__dwa__tau_y_300,holdout,holdout_06,dwa,tau_y_300
196,holdout__holdout_10__teb__tau_y_500,holdout,holdout_10,teb,tau_y_500
197,holdout__holdout_07__teb__delay_050,holdout,holdout_07,teb,delay_050
198,holdout__holdout_15__teb__tau_y_500,holdout,holdout_15,teb,tau_y_500
199,holdout__holdout_16__teb__tau_x_300,holdout,holdout_16,teb,tau_x_300
200,holdout__holdout_16__dwa__tau_x_300,holdout,holdout_16,dwa,tau_x_300
201,discovery__discovery_06__dwa__delay_050,discovery,discovery_06,dwa,delay_050
202,holdout__holdout_13__teb__e0,holdout,holdout_13,teb,e0
203,holdout__holdout_06__teb__tau_w_100,holdout,holdout_06,teb,tau_w_100
204,holdout__holdout_20__teb__delay_050,holdout,holdout_20,teb,delay_050
205,discovery__discovery_12__teb__tau_w_100,discovery,discovery_12,teb,tau_w_100
206,holdout__holdout_12__dwa__e0,holdout,holdout_12,dwa,e0
207,holdout__holdout_11__dwa__tau_x_300,holdout,holdout_11,dwa,tau_x_300
208,discovery__discovery_07__dwa__tau_y_150,discovery,discovery_07,dwa,tau_y_150
209,discovery__discovery_08__teb__delay_100,discovery,discovery_08,teb,delay_100
210,discovery__discovery_12__teb__delay_050,discovery,discovery_12,teb,delay_050
211,discovery__discovery_07__teb__tau_y_500,discovery,discovery_07,teb,tau_y_500
212,discovery__discovery_20__dwa__tau_x_100,discovery,discovery_20,dwa,tau_x_100
213,discovery__discovery_09__dwa__tau_y_300,discovery,discovery_09,dwa,tau_y_300
214,holdout__holdout_06__dwa__tau_x_100,holdout,holdout_06,dwa,tau_x_100
215,holdout__holdout_20__teb__tau_w_300,holdout,holdout_20,teb,tau_w_300
216,discovery__discovery_16__dwa__tau_x_100,discovery,discovery_16,dwa,tau_x_100
217,holdout__holdout_12__teb__tau_w_100,holdout,holdout_12,teb,tau_w_100
218,holdout__holdout_01__teb__delay_100,holdout,holdout_01,teb,delay_100
219,holdout__holdout_04__teb__delay_100,holdout,holdout_04,teb,delay_100
220,discovery__discovery_07__dwa__e0,discovery,discovery_07,dwa,e0
221,holdout__holdout_01__teb__e0,holdout,holdout_01,teb,e0
222,discovery__discovery_12__teb__e0,discovery,discovery_12,teb,e0
223,holdout__holdout_18__teb__tau_x_300,holdout,holdout_18,teb,tau_x_300
224,discovery__discovery_03__teb__tau_y_150,discovery,discovery_03,teb,tau_y_150
225,discovery__discovery_13__dwa__tau_x_300,discovery,discovery_13,dwa,tau_x_300
226,holdout__holdout_02__dwa__tau_w_300,holdout,holdout_02,dwa,tau_w_300
227,holdout__holdout_03__dwa__tau_w_100,holdout,holdout_03,dwa,tau_w_100
228,discovery__discovery_10__teb__tau_y_500,discovery,discovery_10,teb,tau_y_500
229,discovery__discovery_16__dwa__tau_y_300,discovery,discovery_16,dwa,tau_y_300
230,holdout__holdout_11__teb__e0,holdout,holdout_11,teb,e0
231,holdout__holdout_13__dwa__e0,holdout,holdout_13,dwa,e0
232,discovery__discovery_20__dwa__delay_050,discovery,discovery_20,dwa,delay_050
233,discovery__discovery_06__teb__tau_w_100,discovery,discovery_06,teb,tau_w_100
234,discovery__discovery_11__dwa__tau_w_100,discovery,discovery_11,dwa,tau_w_100
235,holdout__holdout_12__teb__tau_w_300,holdout,holdout_12,teb,tau_w_300
236,holdout__holdout_10__dwa__tau_y_300,holdout,holdout_10,dwa,tau_y_300
237,discovery__discovery_02__dwa__e0,discovery,discovery_02,dwa,e0
238,discovery__discovery_01__teb__tau_x_100,discovery,discovery_01,teb,tau_x_100
239,holdout__holdout_09__teb__tau_y_150,holdout,holdout_09,teb,tau_y_150
240,holdout__holdout_14__dwa__tau_w_300,holdout,holdout_14,dwa,tau_w_300
241,holdout__holdout_09__teb__tau_y_300,holdout,holdout_09,teb,tau_y_300
242,discovery__discovery_07__dwa__tau_y_500,discovery,discovery_07,dwa,tau_y_500
243,holdout__holdout_14__dwa__delay_100,holdout,holdout_14,dwa,delay_100
244,holdout__holdout_09__teb__tau_x_100,holdout,holdout_09,teb,tau_x_100
245,holdout__holdout_18__dwa__tau_x_100,holdout,holdout_18,dwa,tau_x_100
246,holdout__holdout_01__dwa__delay_100,holdout,holdout_01,dwa,delay_100
247,holdout__holdout_05__teb__e0,holdout,holdout_05,teb,e0
248,discovery__discovery_05__dwa__tau_y_150,discovery,discovery_05,dwa,tau_y_150
249,discovery__discovery_08__teb__tau_w_300,discovery,discovery_08,teb,tau_w_300
250,holdout__holdout_02__dwa__tau_y_300,holdout,holdout_02,dwa,tau_y_300
251,discovery__discovery_17__dwa__e0,discovery,discovery_17,dwa,e0
252,discovery__discovery_07__teb__delay_100,discovery,discovery_07,teb,delay_100
253,discovery__discovery_10__dwa__tau_w_300,discovery,discovery_10,dwa,tau_w_300
254,holdout__holdout_02__teb__tau_w_100,holdout,holdout_02,teb,tau_w_100
255,holdout__holdout_03__teb__tau_w_300,holdout,holdout_03,teb,tau_w_300
256,holdout__holdout_01__dwa__tau_y_500,holdout,holdout_01,dwa,tau_y_500
257,discovery__discovery_18__teb__e0,discovery,discovery_18,teb,e0
258,holdout__holdout_06__teb__tau_y_300,holdout,holdout_06,teb,tau_y_300
259,holdout__holdout_09__dwa__delay_200,holdout,holdout_09,dwa,delay_200
260,discovery__discovery_17__dwa__delay_100,discovery,discovery_17,dwa,delay_100
261,holdout__holdout_14__teb__tau_x_100,holdout,holdout_14,teb,tau_x_100
262,holdout__holdout_16__teb__delay_100,holdout,holdout_16,teb,delay_100
263,holdout__holdout_03__dwa__tau_y_300,holdout,holdout_03,dwa,tau_y_300
264,holdout__holdout_13__teb__tau_w_100,holdout,holdout_13,teb,tau_w_100
265,holdout__holdout_01__dwa__e0,holdout,holdout_01,dwa,e0
266,discovery__discovery_12__dwa__tau_y_150,discovery,discovery_12,dwa,tau_y_150
267,holdout__holdout_14__dwa__tau_y_300,holdout,holdout_14,dwa,tau_y_300
268,discovery__discovery_09__teb__tau_w_100,discovery,discovery_09,teb,tau_w_100
269,discovery__discovery_01__dwa__delay_050,discovery,discovery_01,dwa,delay_050
270,discovery__discovery_10__teb__e0,discovery,discovery_10,teb,e0
271,holdout__holdout_03__teb__delay_100,holdout,holdout_03,teb,delay_100
272,discovery__discovery_17__teb__e0,discovery,discovery_17,teb,e0
273,discovery__discovery_08__dwa__tau_y_500,discovery,discovery_08,dwa,tau_y_500
274,holdout__holdout_17__teb__tau_y_150,holdout,holdout_17,teb,tau_y_150
275,discovery__discovery_11__teb__tau_w_100,discovery,discovery_11,teb,tau_w_100
276,holdout__holdout_19__dwa__tau_y_500,holdout,holdout_19,dwa,tau_y_500
277,discovery__discovery_19__teb__tau_x_300,discovery,discovery_19,teb,tau_x_300
278,holdout__holdout_07__teb__tau_w_100,holdout,holdout_07,teb,tau_w_100
279,holdout__holdout_14__dwa__delay_050,holdout,holdout_14,dwa,delay_050
280,holdout__holdout_15__dwa__tau_y_300,holdout,holdout_15,dwa,tau_y_300
281,holdout__holdout_16__teb__tau_w_300,holdout,holdout_16,teb,tau_w_300
282,holdout__holdout_15__dwa__tau_y_150,holdout,holdout_15,dwa,tau_y_150
283,holdout__holdout_19__teb__tau_y_150,holdout,holdout_19,teb,tau_y_150
284,discovery__discovery_15__dwa__tau_x_100,discovery,discovery_15,dwa,tau_x_100
285,holdout__holdout_06__teb__delay_050,holdout,holdout_06,teb,delay_050
286,holdout__holdout_06__teb__delay_100,holdout,holdout_06,teb,delay_100
287,discovery__discovery_11__teb__delay_050,discovery,discovery_11,teb,delay_050
288,holdout__holdout_02__teb__delay_100,holdout,holdout_02,teb,delay_100
289,discovery__discovery_16__dwa__tau_y_150,discovery,discovery_16,dwa,tau_y_150
290,holdout__holdout_17__dwa__tau_x_100,holdout,holdout_17,dwa,tau_x_100
291,holdout__holdout_18__dwa__tau_y_150,holdout,holdout_18,dwa,tau_y_150
292,discovery__discovery_18__teb__delay_100,discovery,discovery_18,teb,delay_100
293,holdout__holdout_05__teb__delay_100,holdout,holdout_05,teb,delay_100
294,discovery__discovery_09__teb__tau_y_150,discovery,discovery_09,teb,tau_y_150
295,discovery__discovery_02__teb__tau_y_300,discovery,discovery_02,teb,tau_y_300
296,discovery__discovery_18__dwa__delay_100,discovery,discovery_18,dwa,delay_100
297,holdout__holdout_19__dwa__tau_x_300,holdout,holdout_19,dwa,tau_x_300
298,holdout__holdout_04__teb__tau_x_100,holdout,holdout_04,teb,tau_x_100
299,discovery__discovery_15__teb__delay_100,discovery,discovery_15,teb,delay_100
300,holdout__holdout_19__dwa__tau_x_100,holdout,holdout_19,dwa,tau_x_100
301,holdout__holdout_05__teb__delay_200,holdout,holdout_05,teb,delay_200
302,discovery__discovery_12__teb__tau_y_500,discovery,discovery_12,teb,tau_y_500
303,holdout__holdout_02__teb__delay_200,holdout,holdout_02,teb,delay_200
304,holdout__holdout_12__teb__tau_x_300,holdout,holdout_12,teb,tau_x_300
305,holdout__holdout_04__dwa__tau_y_300,holdout,holdout_04,dwa,tau_y_300
306,holdout__holdout_07__dwa__tau_x_100,holdout,holdout_07,dwa,tau_x_100
307,holdout__holdout_04__dwa__tau_x_300,holdout,holdout_04,dwa,tau_x_300
308,discovery__discovery_07__teb__tau_w_300,discovery,discovery_07,teb,tau_w_300
309,discovery__discovery_20__teb__e0,discovery,discovery_20,teb,e0
310,discovery__discovery_18__dwa__tau_x_100,discovery,discovery_18,dwa,tau_x_100
311,discovery__discovery_05__dwa__delay_100,discovery,discovery_05,dwa,delay_100
312,holdout__holdout_20__dwa__e0,holdout,holdout_20,dwa,e0
313,holdout__holdout_15__teb__delay_050,holdout,holdout_15,teb,delay_050
314,holdout__holdout_08__dwa__delay_200,holdout,holdout_08,dwa,delay_200
315,holdout__holdout_01__dwa__tau_y_300,holdout,holdout_01,dwa,tau_y_300
316,discovery__discovery_15__teb__tau_y_300,discovery,discovery_15,teb,tau_y_300
317,holdout__holdout_10__dwa__delay_050,holdout,holdout_10,dwa,delay_050
318,discovery__discovery_10__teb__tau_w_300,discovery,discovery_10,teb,tau_w_300
319,holdout__holdout_20__dwa__tau_x_100,holdout,holdout_20,dwa,tau_x_100
320,holdout__holdout_09__teb__tau_w_100,holdout,holdout_09,teb,tau_w_100
321,holdout__holdout_18__dwa__tau_y_500,holdout,holdout_18,dwa,tau_y_500
322,holdout__holdout_07__dwa__tau_w_300,holdout,holdout_07,dwa,tau_w_300
323,discovery__discovery_18__teb__delay_050,discovery,discovery_18,teb,delay_050
324,holdout__holdout_08__dwa__delay_050,holdout,holdout_08,dwa,delay_050
325,holdout__holdout_13__dwa__tau_y_500,holdout,holdout_13,dwa,tau_y_500
326,discovery__discovery_11__dwa__tau_y_150,discovery,discovery_11,dwa,tau_y_150
327,discovery__discovery_17__teb__tau_y_150,discovery,discovery_17,teb,tau_y_150
328,holdout__holdout_01__dwa__delay_200,holdout,holdout_01,dwa,delay_200
329,discovery__discovery_12__dwa__delay_100,discovery,discovery_12,dwa,delay_100
330,holdout__holdout_16__dwa__tau_w_300,holdout,holdout_16,dwa,tau_w_300
331,holdout__holdout_04__dwa__tau_w_100,holdout,holdout_04,dwa,tau_w_100
332,discovery__discovery_20__teb__delay_100,discovery,discovery_20,teb,delay_100
333,discovery__discovery_05__dwa__tau_y_500,discovery,discovery_05,dwa,tau_y_500
334,discovery__discovery_19__dwa__delay_050,discovery,discovery_19,dwa,delay_050
335,discovery__discovery_10__dwa__tau_y_300,discovery,discovery_10,dwa,tau_y_300
336,holdout__holdout_16__dwa__tau_y_500,holdout,holdout_16,dwa,tau_y_500
337,holdout__holdout_02__dwa__e0,holdout,holdout_02,dwa,e0
338,discovery__discovery_06__dwa__tau_x_300,discovery,discovery_06,dwa,tau_x_300
339,discovery__discovery_18__dwa__tau_y_500,discovery,discovery_18,dwa,tau_y_500
340,discovery__discovery_17__dwa__delay_200,discovery,discovery_17,dwa,delay_200
